iteration,n_objects,stage,n_threads,current_meshes,compute_cdt,compute_cat_cells,optimize_positions,process_iteration
8,64,3,1,9418.0,29978.0,8076249.0,2371268.0,26763369.0
9,64,3,1,17632.0,48081.0,8307891.0,2273411.0,3218055.0
0,64,4,1,9628.0,32097.0,8462802.0,2444587.0,3486747.0
1,64,4,1,9501.0,32076.0,8456646.0,2572456.0,3684497.0
2,64,4,1,9497.0,31903.0,8593334.0,2321102.0,6844623.0
3,64,4,1,9567.0,32261.0,8562050.0,2554387.0,3433108.0
4,64,4,1,9453.0,32340.0,8567545.0,2452529.0,13778150.0
5,64,4,1,9469.0,32388.0,8639720.0,2470368.0,3378926.0
6,64,4,1,9538.0,33150.0,8707092.0,2478582.0,3499955.0
7,64,4,1,9455.0,31845.0,8641009.0,2465145.0,3507167.0
8,64,4,1,9916.0,34218.0,8614588.0,2442906.0,3426923.0
9,64,4,1,9794.0,32873.0,8485899.0,2375605.0,6987591.0
0,64,5,1,9492.0,35171.0,9889663.0,2720757.0,3837747.0
1,64,5,1,9478.0,35443.0,9547350.0,2686193.0,3941413.0
2,64,5,1,10015.0,36421.0,9624387.0,2640317.0,7637452.0
3,64,5,1,9460.0,35200.0,9658454.0,2767462.0,3838317.0
4,64,5,1,11630.0,40107.0,9467219.0,2667004.0,4110990.0
5,64,5,1,9719.0,43110.0,9509976.0,2602126.0,3853818.0
6,64,5,1,9833.0,35297.0,9601912.0,2856227.0,3881384.0
7,64,5,1,9583.0,35180.0,9600568.0,2689782.0,11350455.0
8,64,5,1,9677.0,35704.0,9506261.0,2716741.0,3884557.0
9,64,5,1,9424.0,35254.0,9401441.0,2784557.0,3905293.0
0,64,6,1,9643.0,48190.0,10760360.0,2952007.0,4299317.0
1,64,6,1,10953.0,42166.0,10651278.0,2959224.0,4258628.0
2,64,6,1,10387.0,42151.0,10986943.0,3317853.0,4248416.0
3,64,6,1,9708.0,43246.0,10635729.0,2853973.0,4227201.0
4,64,6,1,9897.0,45158.0,10994413.0,3169623.0,4350499.0
5,64,6,1,9582.0,45060.0,10817587.0,2992868.0,4269654.0
6,64,6,1,11751.0,43762.0,10752257.0,3008159.0,4306988.0
7,64,6,1,10336.0,43450.0,10639474.0,3027969.0,4353416.0
8,64,6,1,9673.0,40587.0,10838209.0,2997007.0,4408145.0
9,64,6,1,9678.0,44728.0,10696557.0,3149001.0,4305227.0
0,64,7,1,9602.0,81632.0,19870487.0,4840613.0,21351990.0
1,64,7,1,9698.0,81333.0,19487687.0,4525110.0,7473707.0
2,64,7,1,10005.0,74383.0,19072292.0,4256725.0,14067267.0
3,64,7,1,9907.0,78292.0,19996208.0,4284562.0,7091906.0
4,64,7,1,9682.0,73138.0,19039112.0,4559477.0,6964637.0
5,64,7,1,9563.0,76323.0,18873956.0,4335215.0,14080615.0
6,64,7,1,9370.0,73363.0,18889510.0,4253005.0,7011666.0
7,64,7,1,9623.0,72948.0,18778715.0,4351323.0,14540541.0
8,64,7,1,9563.0,73126.0,18991409.0,4207161.0,7023304.0
9,64,7,1,9607.0,77318.0,19020351.0,4160425.0,7085204.0
0,64,8,1,10364.0,276967.0,63020818.0,12611978.0,68459237.0
1,64,8,1,9880.0,267107.0,63052963.0,13088648.0,46778105.0
2,64,8,1,9705.0,282899.0,62920768.0,11810274.0,23917786.0
3,64,8,1,9977.0,272301.0,62263483.0,12303509.0,23938442.0
4,64,8,1,9915.0,266421.0,65097712.0,13543878.0,23145318.0
5,64,8,1,10812.0,388786.0,63093781.0,11577643.0,22644790.0
6,64,8,1,10186.0,287723.0,62115966.0,12325302.0,22745054.0
7,64,8,1,9913.0,266254.0,61432554.0,11813894.0,23845659.0
8,64,8,1,9978.0,274043.0,61185287.0,14669407.0,669938974.0
9,64,8,1,9874.0,279707.0,61869014.0,12011335.0,22808586.0
